Id,black,dup,noisy
ivLQUu,False,False,False
RzpVaY,False,False,False
jprg3R,False,False,False
5YhDTx,False,False,False
YcT0Mz,False,False,False
71kvPR,False,False,False
fS5bCd,False,False,False
MiQKTI,False,False,False
peVTSN,False,False,False
b5qgtQ,False,False,False
6G7jWI,False,False,False
PmirRZ,False,False,False
Jd42Er,False,False,False
5Z77Ox,False,False,False
W5AwRS,False,False,False
qjHHY6,False,False,False
F1Ruyr,False,False,False
tSWZYR,False,False,False
KdFBmc,False,False,False
zLRLL3,False,False,False
zgbktr,False,False,False
LcxbRs,False,False,False
1IuLy3,False,False,False
Z5P76z,False,False,False
gb32ok,False,False,False
ClRAB2,False,False,False
WH1x5k,False,False,False
IA5jYQ,False,False,False
wneqaS,False,False,False
b6ACe9,False,False,False
2PKkI3,False,False,False
X4E2mA,False,False,False
bwSodQ,False,False,False
Vc19Cc,False,False,False
sByda5,False,False,False
X3vi36,False,False,False
Msftsd,False,False,False
qwstQc,False,False,False
pQhycC,False,False,False
BiR9Ed,False,False,False
2WKAkZ,False,False,False
nzxuhl,False,False,False
g4qiDC,False,False,False
rht7VJ,False,False,False
s0kFcg,False,False,False
SrJR0o,False,False,False
abGqj9,False,False,False
d0iNwH,False,False,False
vF1nFV,False,False,False
fXmJKH,False,False,False
uzkRhZ,False,False,False
I9Jh0Z,False,False,False
H7miTb,False,False,False
OJBl33,False,False,False
CcXRTV,False,False,False
oVpGUG,False,False,False
t3hR60,False,False,False
66M0C3,False,False,False
j13C1D,False,False,False
mHO4Dm,False,False,False
zCGFVX,False,False,False
tvi6AN,False,False,False
jPavIw,False,False,False
aSJ5XR,False,False,False
7gJd7C,False,False,False
qEcTHD,False,False,False
zvJyyL,False,False,False
OEvq42,False,False,False
dGK8F5,False,False,False
qLuoP9,False,False,False
LM5A5G,True,False,True
mXL0Up,False,False,False
2H5306,False,False,False
OtatML,False,False,False
hUz8ka,False,False,False
bUWJHg,False,False,False
8WWm8M,False,False,False
vuorrd,False,False,False
jq2FMN,False,False,False
EPnfS6,False,False,False
7Qpqi7,False,False,False
EZ5HWX,False,False,False
sKjgSQ,False,False,False
3lzFxF,False,False,False
Jgo4IG,False,False,False
DLjT62,False,False,False
XCFN6B,False,False,False
jSgGCx,False,False,False
sU3iWA,False,False,False
ywOEVW,False,False,False
m1QzxE,False,False,False
kxt9uv,False,False,False
SP8gJP,False,False,False
v6pdee,False,False,False
2yBGTp,False,True,True
AfO0Be,False,False,False
ixIhQv,False,False,False
huhq1b,False,False,False
u0NRT8,False,False,False
bxBR2G,False,False,False
48ZLHd,False,False,False
CLrQgf,False,False,False
TxxOHk,False,False,False
yC5ewl,False,False,False
6OaHJ6,False,False,False
Zotg4L,False,False,False
pO7FV7,False,False,False
HgWO6b,False,False,False
GOwKLp,False,False,False
AAQMZV,False,False,False
xIJDU8,False,False,False
OoEQLo,False,False,False
RTZAkL,False,False,False
KtsfnQ,False,False,False
uMbyWH,False,False,False
O9jwBc,False,False,False
cuUfQW,False,False,False
SbgVMV,False,False,False
T9Yn79,False,False,False
G3dESU,False,False,False
cDmge5,False,False,False
4qAnMc,False,False,False
gIlAGC,False,False,False
MIDVip,False,False,False
C6p7Fc,False,False,False
vKQx4w,False,False,False
TQrD6E,False,False,False
OyLQQL,False,False,False
dF8uEW,False,False,False
VOR75A,False,False,False
1Da9Jm,False,False,False
8fh757,False,False,False
89mA5g,False,False,False
VRCne8,False,False,False
eRZVPm,False,False,False
xKeJtl,False,False,False
LamFQX,False,False,False
SCYdZC,False,False,False
P5e6Gq,False,False,False
fcPmc1,True,False,True
3yTnpA,False,False,False
FfXcLu,False,False,False
KZSmgJ,True,False,True
QiVyLj,False,False,False
N1LW76,False,False,False
Vsagvg,False,False,False
wyMp1L,False,False,False
YxNGnJ,False,False,False
TfyQcr,False,False,False
GS2JiR,False,False,False
EjkyXn,False,False,False
EM0nXh,False,False,False
9hJhsn,False,False,False
Tg7NlR,False,False,False
SSpxtB,False,False,False
xgmjha,False,False,False
vDpxDG,False,False,False
aMErOh,False,False,False
tw0H48,False,True,True
FTqi2S,False,False,False
LHK1aa,False,False,False
zGwe7q,False,False,False
jupENk,False,False,False
YUDfL2,False,False,False
ZI2k7O,False,False,False
WSapOu,False,False,False
SLHqpG,False,False,False
4hpI2K,False,False,False
GWOZUq,False,False,False
qtlbol,True,False,True
IKK8AE,False,False,False
Kse9Op,False,False,False
Y7QD3w,False,False,False
5MHG5d,False,False,False
l4Lxqe,False,False,False
ZZyfzu,False,False,False
4QlyLc,False,False,False
LtbzPV,False,False,False
IwSdrX,False,False,False
C60twV,False,False,False
WdnjQ3,False,False,False
DyflF5,True,False,True
QjfMJM,False,False,False
algWso,False,False,False
THVnCb,False,False,False
6O9PCf,False,False,False
V4WtkD,False,False,False
VOPEox,False,False,False
glDvwj,False,False,False
XOo4HJ,False,False,False
C8qKHp,False,False,False
v7fEFo,False,False,False
mGo5rj,False,False,False
PsBAQV,False,False,False
0D6YrC,False,False,False
MO9MY8,False,False,False
8NstZT,False,False,False
Wq8wgV,False,False,False
b0kHKS,False,False,False
hxXWEw,False,False,False
8EUNn6,False,False,False
dEJytY,False,False,False
BYeVrB,False,False,False
ookICE,False,False,False
IFbK0f,False,False,False
W83k9f,False,False,False
Q1PZ3b,False,False,False
Qeco5O,False,False,False
wKGnfM,False,False,False
NeyKX7,False,False,False
SLtTXF,False,False,False
UfmD0N,False,False,False
ZN3iPd,False,False,False
mhrip5,False,False,False
HYS7Dj,False,False,False
GnnYMr,False,False,False
Z86XJz,False,False,False
RRTowT,False,False,False
NMF314,False,False,False
V5XPHH,False,False,False
1WjrO4,False,False,False
eCdVrO,True,True,True
a5hyaY,False,False,False
m6PR79,False,False,False
A5AmJD,False,False,False
vWEwYN,False,False,False
ei8L11,False,False,False
zGm2HW,True,False,True
QAgyfw,False,False,False
FMDHF2,False,False,False
WByrfe,False,False,False
atG5Hu,False,False,False
uwIIUX,False,False,False
aqkcTu,False,False,False
VGNe8p,False,False,False
0svM8w,False,False,False
PR2NiH,False,False,False
WTov3C,False,False,False
r8IBjn,False,False,False
GbUtC4,False,True,True
wRs2D8,False,False,False
RVY712,False,False,False
5WAF9F,False,True,True
LDe5lX,False,False,False
FB45gJ,False,False,False
ZhKl5Z,False,False,False
b9VmJi,False,False,False
vpd8Fy,False,False,False
tHDWjR,False,False,False
jEiUc0,False,False,False
NN6xkn,False,False,False
pl3UC2,False,False,False
qxxOCE,False,False,False
x4eSzc,False,False,False
4GU6H4,False,False,False
su45Ax,False,False,False
zl2Gyq,False,False,False
uOZs3Q,False,False,False
2Q7pW5,False,False,False
QTOYrT,False,False,False
HCD5gA,False,False,False
6DA2hT,False,False,False
xwkktP,False,False,False
fZ6FqT,False,False,False
Y0zbVi,False,False,False
8Od6K5,False,True,True
I8rOXy,False,False,False
VoYZKU,False,False,False
wLM6K5,False,False,False
mMr844,False,False,False
M2S7t5,False,False,False
qeRbxS,False,False,False
mL3lm7,False,False,False
qDtO3z,False,False,False
m2zkYE,False,False,False
1xjkNy,False,False,False
68zzed,False,False,False
yuhIbi,False,False,False
eUd1gf,False,False,False
Mtfrph,False,False,False
o0NMpU,False,False,False
2X1vCg,False,False,False
BVahOR,False,False,False
ksgghZ,False,False,False
e08Y3Y,False,False,False
NQuUvR,False,False,False
J5DelR,False,False,False
dQLVQ8,False,False,False
p5MUlm,False,False,False
UH2rhB,False,False,False
DcGnNh,False,False,False
UqgXcI,False,False,False
HbMjfe,False,False,False
4Z6iUH,False,False,False
E8KS6M,False,False,False
eAej6l,False,False,False
OxpBC1,False,False,False
Iim7ih,False,False,False
5dIdi4,False,False,False
RANyI3,False,False,False
XWXwOq,False,False,False
rsBRS3,False,False,False
T5c5eg,False,False,False
PTNIIJ,False,False,False
av3ijh,False,True,True
E5fjwR,False,False,False
6PGDIq,False,False,False
wfPmHU,False,False,False
hN9mo0,False,False,False
k9v26c,False,False,False
0xvabN,False,False,False
UTARjV,False,False,False
0pG0wy,False,False,False
Ow6xEi,False,False,False
LFZEcb,False,False,False
iaTTrx,False,False,False
IG0Ita,False,False,False
9lPPgn,False,False,False
Vls2Lo,False,False,False
efcXg5,False,False,False
UVPeTC,False,False,False
pceSc2,False,False,False
7rNyX3,False,False,False
Dnb22z,False,False,False
YA8bNK,False,False,False
VrRBCv,False,False,False
y0Uucv,False,False,False
7Sucoc,False,False,False
QbOmaI,False,False,False
6FMy8s,False,False,False
7Fu16t,False,False,False
rIURbU,False,False,False
LaXweM,False,False,False
N16hDp,False,False,False
bM9z92,False,False,False
uWASiG,False,False,False
O7BKwa,False,False,False
UTdvs3,False,False,False
HVdjJH,True,False,True
hN35Dq,False,False,False
uT8WQN,False,False,False
1l2WGe,False,False,False
yPwKQx,False,False,False
zR1Fjh,False,False,False
ZIQ4uq,False,False,False
X5fx7z,False,False,False
vEK27n,False,False,False
BCxytI,False,False,False
MEjdh4,False,False,False
0hfM55,False,False,False
yKLhwG,False,True,True
PCwoh5,False,False,False
ndMgIN,False,False,False
8uMAX1,False,False,False
CcVZMQ,False,False,False
2iWPW1,False,False,False
vDCdqg,False,False,False
5oqNwf,False,False,False
89q1jY,False,False,False
x0BB7q,False,False,False
Zt9Ayu,False,False,False
Y8NXAC,False,False,False
bQR7Ut,False,False,False
ptFOL6,False,False,False
8Q5YdL,False,False,False
qwc0Q1,False,False,False
oNXEa6,True,False,True
iiaV1l,False,False,False
bTkrCn,False,False,False
nprPRh,False,False,False
yAgyuU,False,False,False
bPfOc6,False,False,False
KDgnsY,False,False,False
x6AwMw,False,False,False
uyDvJg,False,False,False
Xbo7Hf,False,False,False
FbqToC,False,False,False
7LupEb,False,False,False
5RWRzC,False,False,False
zIchbX,False,False,False
qgRCwA,False,False,False
7jXNVb,False,False,False
de2hp6,False,False,False
2TjrJo,False,False,False
a9IthZ,False,False,False
hZIYN6,False,False,False
wWOyxx,False,False,False
IJRUBs,True,False,True
PGGUv6,False,False,False
s9gy2K,False,False,False
uEgeSp,False,False,False
pC75mu,False,False,False
771aW1,False,False,False
aYPdgW,False,True,True
3kBkIZ,False,False,False
6nyHZC,False,False,False
o0XMLp,False,False,False
HHGmQQ,False,False,False
ibTRBn,False,False,False
4J3m8K,False,False,False
7FjP94,False,False,False
ktONmh,False,False,False
BwqaXN,False,False,False
vp8XHB,False,False,False
9Bp4SE,False,False,False
jayBIp,False,False,False
B75C9S,False,False,False
IhcUPb,False,False,False
L0gCNA,False,False,False
ctpRqY,False,False,False
y2SmBR,False,False,False
QmJY7Q,False,False,False
7NeFMQ,False,False,False
PA8b11,False,False,False
BSBxxi,False,False,False
HnwooH,False,False,False
9WlzLX,False,False,False
LUbmiO,False,False,False
Fp2xhX,False,False,False
lQUyIz,False,False,False
I9sHqI,False,False,False
F7ItkV,False,False,False
tEdRbf,False,False,False
DmAJsw,False,False,False
yoAM0A,False,False,False
rKD7Kn,False,False,False
tfvmas,False,False,False
4L42GS,False,False,False
puWq5n,False,False,False
5FCzS3,False,False,False
ZHJraf,False,False,False
OL94xy,False,False,False
79YozX,False,False,False
yOTENU,False,False,False
CsFhUf,False,False,False
VYO0to,False,False,False
b31905,False,False,False
pjrnTm,False,False,False
4IDK4w,False,False,False
Abyil4,False,False,False
sJGaIu,False,False,False
dWfzXd,False,False,False
Nw9mJO,False,False,False
hdvV0I,False,False,False
2JBpG0,False,False,False
xByQmC,False,False,False
qvVGGA,False,False,False
DA9gTo,False,False,False
5IsewA,False,False,False
HSC7Tq,False,False,False
XmxOhR,False,False,False
NBWprX,False,False,False
icn13h,False,False,False
LThRMl,False,False,False
iAmBvO,False,False,False
0nvy6X,False,False,False
Zk784Z,False,False,False
nxGrMi,False,False,False
e4DXe6,False,False,False
3kD4iq,False,False,False
NqiiC3,False,False,False
7elRe1,False,False,False
Ryc9AC,False,False,False
8dGSFW,False,False,False
sHaJeA,False,False,False
w9MSWw,False,False,False
e4Iqqp,False,False,False
451Mdv,False,False,False
8X931i,False,False,False
QsAB2G,False,False,False
8qYHPj,False,False,False
EnnNdF,False,False,False
x8S0ct,False,False,False
zACezO,False,False,False
LlMwJf,False,False,False
cYgYvU,False,False,False
yWUMIF,False,False,False
8Hp9SP,False,False,False
y8R1Op,False,False,False
eWtkoF,False,False,False
QNrqKK,False,False,False
pmtIKs,False,False,False
BdL7AZ,False,False,False
Q4xWYl,False,False,False
up56Ia,False,False,False
1ambTE,False,True,True
x4ZTwb,False,False,False
ae0AZw,False,False,False
GMLAiR,False,False,False
njRiQF,False,False,False
8ydtRn,False,False,False
gPBQ4M,False,False,False
AtdQng,False,False,False
gJ9sFf,False,False,False
a47E9L,False,False,False
yV3T2S,False,False,False
LrzCD3,False,False,False
pzZwlb,False,False,False
ge4Hy0,False,False,False
j3bvKC,False,False,False
LcDUIQ,False,False,False
N21J8o,False,False,False
8ofoAX,False,False,False
hvIDAS,False,False,False
QofmjW,False,False,False
7FnSJ7,False,False,False
irAfW4,False,False,False
dGhpIG,False,True,True
2JgDM8,False,False,False
L3tklx,False,False,False
boC3XX,False,False,False
Yntblr,False,False,False
VruzF1,False,False,False
qowXKH,False,False,False
eeGpMn,False,False,False
WbdRhX,False,False,False
JZtrpS,False,False,False
jczL5k,False,False,False
UB6uWU,False,False,False
FGcnOa,False,False,False
5Q4Fe6,False,False,False
yXG7PJ,False,False,False
OBs9nA,False,False,False
bRMsJp,False,False,False
hLBiMD,False,False,False
2X4Fdd,False,False,False
3KRk0N,False,False,False
nQYAGL,False,False,False
tgPuQB,False,False,False
7sUZPq,False,False,False
wYjKJY,False,False,False
1fmDPb,False,False,False
IJ5Oyv,False,False,False
VFDkLi,False,False,False
TFrDtp,False,False,False
gzcc0g,False,False,False
KePYSS,False,False,False
1XjPQc,False,False,False
FbIaNm,False,False,False
dgkEdC,False,False,False
wqaPVu,False,False,False
SUNq34,False,False,False
o5oQUL,False,False,False
RpYdCW,False,False,False
RvtGzR,False,False,False
YkFwJG,False,False,False
tIhSUo,False,False,False
EbLxF3,False,False,False
0LyBbh,False,False,False
i2jNUQ,False,False,False
CgyyDQ,False,False,False
euJez9,False,False,False
CnIuNl,False,False,False
i2vMig,False,False,False
VQDM2l,False,False,False
wYXRYA,False,False,False
hP5LTv,False,False,False
iZN1A4,False,False,False
WV2aYS,False,False,False
mMOuPA,False,False,False
QNFdJO,False,False,False
Pb0hhX,False,False,False
5y7bLf,False,False,False
vbZa7H,False,False,False
b05DW7,False,False,False
CA4KUt,False,False,False
6YVTCN,False,False,False
BweiEb,False,False,False
XxveGW,False,False,False
W2uw4I,False,False,False
Qd7dQK,False,False,False
ks7ZJI,False,False,False
Af9qBg,False,False,False
Wv6MZ1,False,False,False
7IdB1Y,False,False,False
qQqcTb,False,False,False
L3sdeU,False,False,False
NWgjlX,False,False,False
1zyq6q,False,False,False
sG5wbZ,False,False,False
G0ASuG,False,False,False
DTEv64,False,False,False
Lza4MH,False,False,False
SOEDZN,False,False,False
Ss5Eg4,False,False,False
Ne5aug,False,False,False
3jXDxJ,False,False,False
BdoK2L,False,False,False
o1eDfn,False,False,False
h5UYFR,False,False,False
gHuEhx,False,False,False
laa3xT,False,False,False
O054HV,False,False,False
y1qsa2,False,False,False
S08GlB,False,False,False
p8JvOP,False,False,False
d2pKOJ,False,False,False
il8fvf,False,False,False
m0Lupk,False,False,False
7qk1QQ,False,False,False
8R9hyG,False,False,False
qh6SMS,False,False,False
7Aqx3P,False,False,False
cMDn72,False,False,False
BtjEoZ,False,False,False
rYJV4U,False,False,False
yAD6QR,False,False,False
W1wODK,False,False,False
H5pmLG,False,False,False
yNWxnt,False,False,False
7ZUArj,False,False,False
Hh4jCQ,False,False,False
vasugX,False,False,False
Ql6MaK,False,False,False
mJaOzL,False,False,False
xU9iXs,False,False,False
mNmCz1,False,False,False
Zv3VzH,False,False,False
62TfRl,False,False,False
Ld1Png,False,False,False
UmOYz4,False,False,False
PGnk3W,False,False,False
fhVmm8,False,False,False
7uRha9,False,False,False
GJix4V,False,False,False
dpv7JH,False,False,False
veRrI0,False,False,False
Q6n1VW,False,False,False
tReYMn,False,False,False
CsT8F0,False,False,False
4SI75z,False,False,False
he3kR0,False,False,False
XJ4Wot,False,False,False
zuF1uK,False,False,False
8VIp9g,False,False,False
q9DNz8,False,False,False
DdhmaA,False,False,False
Agjt5j,False,False,False
HYwjHw,False,False,False
5BlAoS,False,False,False
3fjZ0B,False,False,False
P7eWjf,False,False,False
HXPuTb,False,False,False
XkzZSC,False,False,False
bUI0I6,False,False,False
jFffGT,False,False,False
DGXIq0,False,False,False
tbrYDr,False,False,False
b9UJD9,False,False,False
nzIBhQ,False,False,False
O7FRDb,False,False,False
sb8H7O,False,False,False
gOX8ks,False,False,False
hF69bw,False,False,False
JBIZcc,False,False,False
7BwFvd,False,False,False
CEjqf6,False,False,False
tgEqEm,False,False,False
g95wRV,False,False,False
8NQqVk,False,False,False
y7hy9c,False,False,False
2py2Nc,False,False,False
qNkBcU,False,True,True
ONtRRY,False,False,False
IqGtmm,False,False,False
daiZkr,False,False,False
rDwcNs,False,False,False
sX6eQ5,False,False,False
uorbVn,False,False,False
GpB7R0,False,False,False
yL8A0b,False,False,False
KYIRXc,False,False,False
frT9Hr,False,False,False
IHjDaR,False,False,False
utlDi3,False,False,False
VmFZoc,False,False,False
URQK5K,False,False,False
ZysORF,False,False,False
bqEhIW,False,False,False
rPX6af,False,False,False
P9nq9k,False,False,False
BrCx9y,False,False,False
tAoUK2,False,False,False
DWFeF9,False,False,False
5EiEvg,False,False,False
tliJxQ,False,False,False
d6P6B3,False,False,False
BlddqY,False,False,False
Rih8Y2,False,False,False
x2J2ct,False,False,False
AfZqZu,False,False,False
kUGa4Q,False,False,False
MphJ6i,False,True,True
0mmsuy,False,False,False
Cb7xgQ,False,False,False
m7OaS1,False,False,False
nXPzhG,False,False,False
Vr74km,False,False,False
6Ld0o0,False,True,True
EOTdww,False,False,False
OCZ6ZQ,False,False,False
J2Qit1,False,False,False
TcIizt,False,False,False
rKROOt,False,False,False
msYTOm,False,False,False
ircV6a,False,False,False
NdgeeK,False,False,False
XzFZln,False,False,False
y3LhGU,False,False,False
qv6sDe,False,False,False
NCQGAx,False,False,False
Do3uW4,False,False,False
vjj01Q,False,False,False
x2IptO,False,False,False
u5wwn4,False,False,False
npYE7U,False,False,False
2aHjdJ,False,False,False
0WJirr,False,False,False
MgkDba,False,False,False
Ro1tzQ,False,False,False
l5uFGP,False,False,False
Rjy327,False,False,False
lxQsrc,False,False,False
sAEoxt,False,False,False
DZIesL,False,False,False
pwZ5yH,False,False,False
hZuehX,False,False,False
DdJ4OS,False,False,False
Xl3cs0,False,False,False
s13k93,False,False,False
zZldDV,False,False,False
vs64r2,False,False,False
CxSQtA,False,False,False
rilJyJ,False,False,False
34aKnr,False,False,False
NSyCEs,False,False,False
vdmMD6,False,False,False
AKJN1x,False,False,False
9ojzrN,False,False,False
lL6yZQ,False,False,False
wKWvX7,False,False,False
a7Nh80,False,False,False
F5Dx8c,False,False,False
49sg8l,False,False,False
zcMYh8,False,False,False
xiDdIb,False,False,False
NDyZ2E,False,False,False
XkS79O,False,False,False
a3HPVn,False,False,False
p5In02,False,False,False
JiyPGJ,False,False,False
iKZdDu,False,False,False
1csDKa,False,False,False
3vD8mH,False,False,False
JbZwtY,False,False,False
8XISva,False,False,False
qu3YQS,False,False,False
mviFQx,False,False,False
OPNcph,False,False,False
8QB3B6,False,False,False
buE0bK,False,False,False
eIHMsl,False,True,True
PauN0A,False,False,False
53vR4F,False,False,False
i37sVs,False,False,False
XICl45,False,False,False
OUmXQr,False,False,False
iK1jHL,False,False,False
Cskkuv,False,False,False
xEuTjM,False,False,False
7dHhvx,False,False,False
DEOcnr,False,False,False
sbwCQk,False,False,False
R8Vuno,False,False,False
1nsx03,False,False,False
RKPWbk,False,False,False
421Cn9,False,False,False
427yyS,False,False,False
v3gLer,False,False,False
LoSDnC,False,False,False
rx8fau,False,False,False
gd4y9m,False,False,False
Lq7Z86,False,False,False
jzJzKl,False,False,False
EriNke,False,False,False
E9CCV5,False,False,False
7mp2uE,False,False,False
sUI6NV,False,False,False
xHvlaX,False,False,False
fk54KL,False,False,False
iVaAgx,False,False,False
HMEGQp,False,False,False
neYaHl,False,False,False
ItUFxP,False,False,False
uOBdzE,False,False,False
7ZdwOF,False,False,False
Smfdg6,False,False,False
ujyjdb,False,False,False
uMnYYf,False,False,False
1HmwfX,False,False,False
83Qwyi,False,False,False
bAMf36,False,False,False
UeLoxI,False,False,False
4coB5E,False,False,False
QLhfKV,False,False,False
AvG02Z,False,False,False
0aDr3S,False,False,False
K2cYd8,False,False,False
Sh7GOx,False,False,False
ycXMfe,False,False,False
QKZcVj,False,False,False
aur5Xm,False,False,False
Kz1oAf,False,False,False
OW6Njp,False,False,False
K2xa0l,False,False,False
3YwEoD,False,False,False
Ih9Wbu,False,False,False
tp7vdD,False,False,False
eSUgdd,False,False,False
Fmep9I,False,False,False
WELtFQ,False,False,False
szJ6I9,False,False,False
1ASU6Y,False,False,False
Zj6T7d,False,False,False
1K9jth,False,False,False
CJgMn8,False,False,False
Yr7Rci,False,False,False
8NakPY,False,False,False
z3hpay,False,False,False
km9WN8,False,False,False
qZu9JP,False,False,False
qehSKS,False,False,False
HwYaMr,False,False,False
r0nNcV,False,False,False
8Ye2HS,False,False,False
LzUSPP,False,False,False
Y8aoXw,False,False,False
YHgZ7m,False,False,False
tThe3k,False,False,False
vgtS4L,False,False,False
UotGwG,False,False,False
5IOtCy,False,False,False
nusIHx,False,False,False
obEDpE,False,False,False
UlkSTg,False,False,False
nCTV5A,False,False,False
Yiu6sW,False,False,False
gTxM7q,False,False,False
W6j3I8,False,False,False
QqfZmR,False,False,False
KU6rQW,False,False,False
lCkh99,False,False,False
CtOdNT,False,False,False
U8Ufr6,False,False,False
VObjAJ,True,False,True
WnEBUB,False,False,False
kmm8OD,False,False,False
DwimB3,False,False,False
JD3s0Z,False,False,False
ZsAMpD,False,False,False
XaSCye,False,False,False
ycrqyi,True,False,True
TrQUD3,False,False,False
N9Q1wd,False,False,False
JqNSI2,False,False,False
UBY6FA,False,False,False
DHysq1,False,False,False
WoTOq2,False,False,False
3Cm7pt,False,False,False
2HOQtU,False,False,False
CUN1k0,False,False,False
FMgMbN,False,False,False
R0QRIU,False,False,False
BBGRcO,False,False,False
Z7p47e,False,False,False
jjATQN,False,False,False
h9vLGR,False,False,False
SeAx8O,False,False,False
L45m4Y,True,False,True
kAQafC,False,False,False
LYC3nO,False,False,False
BR9IrD,False,False,False
9kNxb0,False,False,False
dqE1Gn,False,True,True
uCpbfy,False,False,False
nYFm2l,False,False,False
drxpAm,False,False,False
UBi2nR,False,False,False
sy3XNP,False,False,False
KCOr0i,False,False,False
AkkyGo,False,False,False
h7JWsB,False,False,False
fZqahw,False,False,False
bkuSDF,False,False,False
KN5lR2,False,False,False
sG6UaO,False,False,False
QTAILU,False,False,False
p63ERt,False,False,False
6FmkwW,False,False,False
Xktcd8,True,True,True
HQyUQ0,False,True,True
65eEOi,False,False,False
cNFkif,False,False,False
4GvJgG,False,False,False
E4KXBe,False,False,False
28KajL,False,False,False
6hecdx,False,False,False
Jsx2Ok,False,False,False
ikI0vi,False,True,True
K04CK2,False,False,False
TNiykc,False,False,False
uWB6N7,False,False,False
DESDcx,False,False,False
1e2G79,False,False,False
LmwyDa,False,False,False
1anSoa,False,False,False
TFxZJU,False,True,True
CsfNn9,True,True,True
3QBcTE,False,False,False
RdrBm9,False,False,False
wcC8CX,False,False,False
yv4EGq,False,False,False
gXUtZZ,False,False,False
sgEwdu,False,False,False
KTruTp,False,False,False
mSAuxn,False,False,False
EOT4cc,False,False,False
7sNgYZ,False,False,False
uOej6D,False,False,False
NMfEjH,False,False,False
AuNbNm,False,False,False
4jUiDO,False,False,False
Qo1Nor,False,False,False
rx6VY5,False,False,False
GX2H6y,False,False,False
hu0qz4,False,False,False
NnI6x3,False,False,False
o6bSAo,False,False,False
KT5W3g,False,False,False
Anz592,False,False,False
2iVsjF,False,False,False
AorwMl,False,False,False
3nMusc,False,False,False
R82YuS,False,False,False
WNdlvo,False,False,False
uA6X4n,False,False,False
8ijPZ5,False,False,False
ktaNu2,False,False,False
lAVmlk,False,False,False
SaxOdL,False,False,False
nPBhWN,False,False,False
UZopgF,False,False,False
8vmyEF,False,False,False
H4i6iV,False,False,False
Da8s5w,False,False,False
HWfQav,False,False,False
m0GSQU,False,False,False
4wbGAT,False,False,False
VlTuBX,False,False,False
3qjnws,False,False,False
q5JHgw,False,False,False
FFXixr,True,False,True
DJZ0vh,False,False,False
i6SIvH,False,False,False
nUptHd,False,False,False
fzBBkh,False,False,False
KV2O8o,False,False,False
YyDFpx,False,False,False
ehOyh1,False,False,False
RD94JV,False,False,False
DCplHd,False,False,False
pVz6dn,False,False,False
Bdn5HB,False,False,False
gSZAYW,False,False,False
kxV1CU,False,False,False
1VhFyz,False,False,False
S4jGM0,False,False,False
lTV7Va,False,False,False
SGljAM,False,False,False
HYb6gI,False,False,False
OHTTtJ,True,False,True
kIK68f,False,False,False
jLXFqf,False,False,False
IdLEIc,False,False,False
DmKVRG,False,False,False
Y97syJ,False,False,False
NQOAje,False,False,False
A5KWmc,False,False,False
rS7Ruz,False,False,False
GcHtFF,False,False,False
apyawF,False,False,False
4hwhDu,False,False,False
27mQxr,False,False,False
bFE7xD,False,False,False
nsIw50,False,False,False
jCGyJe,False,False,False
WBlCMM,False,False,False
p0p6s7,False,False,False
mhLSyU,False,False,False
vgu5j1,False,False,False
83pJ57,False,False,False
fgx3tJ,False,False,False
tnbgH9,False,False,False
QyLZqS,False,False,False
8WShHb,False,False,False
1qBVwm,False,False,False
xPeY5y,False,False,False
THj1wA,False,False,False
CVsbrq,False,False,False
5bhTFa,False,False,False
cjezWI,False,False,False
ktzHsD,False,False,False
icQKQ5,False,False,False
pQKpAk,False,False,False
6lvCDg,False,False,False
q8gTSV,False,False,False
RgxbAu,False,False,False
EQpDDa,False,False,False
BIveLb,False,False,False
6rn63L,False,False,False
5It7p8,False,False,False
X2R5HH,False,False,False
HfQOVx,False,False,False
bvUzhf,False,False,False
Toh2BM,False,False,False
hUqBZf,False,False,False
OEm8LW,False,False,False
W1uL0l,False,False,False
qJFLzr,False,False,False
e1pLSC,False,False,False
TbaCG5,False,False,False
0gJ6ll,False,False,False
yKQ1ta,False,False,False
u5Uo0c,False,False,False
3dgbi7,False,False,False
hmKvvN,False,False,False
j87DYs,False,False,False
6XN1ZC,False,False,False
5UzWFe,False,False,False
XiyTr8,False,False,False
UAacoB,True,False,True
u9KFYt,False,False,False
XQa5ZS,False,False,False
O4l4oh,False,False,False
MR1lTV,False,False,False
mguS4P,False,False,False
7DyG9s,False,False,False
WeluLg,False,False,False
cPgTpa,False,False,False
S5fyFe,False,False,False
3ern5A,False,False,False
3RtALg,False,False,False
rfYEmR,False,True,True
xQqMDL,False,False,False
nY5FnF,False,False,False
x4RTOK,False,False,False
VDyRjV,False,False,False
YegAQ0,False,False,False
OJmx5n,True,False,True
upNrm3,False,False,False
SeUOTo,False,False,False
TyHcko,False,False,False
QZw3wR,False,False,False
EjvuJS,False,False,False
tbmg31,False,False,False
b55WT8,False,False,False
suobmo,False,False,False
jZ00mf,False,False,False
Xl8Hpm,False,False,False
Un64Xg,False,False,False
KareFQ,False,False,False
d9lnwd,False,False,False
IktXRb,False,False,False
G5aQqC,False,False,False
cx5itp,False,False,False
JEzE7r,False,False,False
vhtycM,False,False,False
ZdWyuz,False,False,False
5ppUpw,False,False,False
Y7cZBk,False,False,False
V0AgmY,False,False,False
N3wnls,False,False,False
BezDpN,False,False,False
4X7A71,False,False,False
yHxV19,False,False,False
BfogWp,False,False,False
